uniprot_kb,symbol,synonyms,full_name
,ENSCPOP00000000123,,
,ENSCPOP00000000870,,
,ENSCPOP00000002764,,
,ENSCPOP00000012280,,
,ENSCPOP00000013031,,
,ENSDARP00000009300,,
,ENSDARP00000018191,,
,ENSDARP00000026314,,
,ENSDARP00000087469,,
,ENSETEP00000000261,,
,ENSETEP00000000904,,
,ENSFCAP00000011402,,
,ENSFCAP00000013112,,
,ENSGACP00000000023,,
,ENSGACP00000004790,,
,ENSGACP00000005673,,
,ENSGACP00000006553,,
,ENSGACP00000014462,,
,ENSGACP00000014471,,
,ENSGACP00000016808,,
,ENSGACP00000019079,,
,ENSGACP00000019082,,
,ENSGACP00000019084,,
,ENSGACP00000019087,,
,ENSGACP00000020149,,
,ENSGACP00000020761,,
,ENSGACP00000022308,,
,ENSGACP00000022309,,
,ENSGALP00000001475,,
,ENSGALP00000009730,,
,ENSGALP00000012866,,
,ENSGALP00000012868,,
,ENSGALP00000021572,,
,ENSGALP00000025754,,
,ENSGALP00000033027,,
,ENSGALP00000039967,,
,ENSLAFP00000003936,,
,ENSLAFP00000005446,,
,ENSLAFP00000010052,,
,ENSLAFP00000014595,,
,ENSMICP00000003113,,
,ENSMMUP00000001409,,
,ENSMMUP00000012025,,
,ENSMMUP00000014305,,
,ENSMMUP00000014306,,
,ENSMMUP00000018272,,
,ENSMMUP00000018274,,
,ENSMMUP00000019016,,
,ENSMMUP00000019017,,
,ENSMMUP00000022140,,
,ENSMMUP00000025705,,
,ENSMMUP00000032042,,
,ENSMMUP00000035084,,
,ENSMMUP00000035085,,
,ENSMMUP00000036125,,
,ENSMODP00000011904,,
,ENSMODP00000011905,,
,ENSMODP00000036237,,
,ENSMUSP00000037146,,
,ENSMUSP00000050752,,
,ENSMUSP00000106624,,
,ENSMUSP00000108008,,
,ENSMUSP00000109578,,
,ENSOANP00000015470,,
,ENSOANP00000018637,,
,ENSOANP00000018638,,
,ENSOANP00000021378,,
,ENSOANP00000021379,,
,ENSOPRP00000003774,,
,ENSOPRP00000005299,,
,ENSOPRP00000007106,,
,ENSOPRP00000010050,,
,ENSOPRP00000015603,,
,ENSORLP00000001285,,
,ENSORLP00000002686,,
,ENSORLP00000002688,,
,ENSORLP00000006042,,
,ENSORLP00000006223,,
,ENSORLP00000008701,,
,ENSORLP00000009468,,
,ENSORLP00000016305,,
,ENSORLP00000024937,,
,ENSORLP00000024939,,
,ENSP00000319139,,
,ENSP00000347009,,
,ENSP00000351997,,
,ENSP00000365716,,
,ENSP00000378336,,
,ENSP00000378869,,
,ENSP00000378870,,
,ENSP00000379957,,
,ENSRNOP00000001384,,
,ENSRNOP00000015096,,
,ENSRNOP00000054915,,
,ENSSARP00000005196,,
,ENSSARP00000009041,,
,ENSSTOP00000010391,,
Q9VEN3,GckIII,CG5169|DmelCG5169|GCKIII|STLK3|dGCKIII|wheezy,Germinal centre kinase III
,HR155691,,
,HR89696,,
,LG132393,,
Q5ZIF0,MAP2K1,,mitogen-activated protein kinase kinase 1
A4QPA9,B4DFY5,Q02750,MAP2K1,CFC3|MAPKK1|MEK1|MKK1|PRKMK1,mitogen-activated protein kinase kinase 1
F6XT65,MAP2K1,,
Q0VD16,MAP2K1,,
Q90891,MAP2K2,MEK2,mitogen-activated protein kinase kinase 2
B3KS97,P36507,MAP2K2,CFC4|MAPKK2|MEK2|MKK2|PRKMK2,mitogen-activated protein kinase kinase 2
F6S9S9,MAP2K2,,
,MAP2K2,,
Q17QH2,MAP2K2,,
H0WJ32,MAP2K2,,
P46734,Q6FI23,MAP2K3,MAPKK3|MEK3|MKK3|PRKMK3|SAPKK-2|SAPKK2,mitogen-activated protein kinase kinase 3
F7BD74,MAP2K3,,
A4IFH7,MAP2K3,,
,MAP2K3,,
P45985,MAP2K4,JNKK|JNKK1|MAPKK4|MEK4|MKK4|PRKMK4|SAPKK-1|SAPKK1|SEK1|SERK1|SKK1,mitogen-activated protein kinase kinase 4
F7FU91,MAP2K4,,
,MAP2K4,,
,MAP2K4,,
A5PJP8,MAP2K4,,
A0A024R5X5,A0A024R5Y2,Q13163,MAP2K5,HsT17454|MAPKK5|MEK5|PRKMK5,mitogen-activated protein kinase kinase 5
,MAP2K6,,
Q5E9X2,MAP2K6,,
B4DV95,O14733,MAP2K7,JNKK2|MAPKK7|MEK|MEK 7|MKK7|PRKMK7|SAPKK-4|SAPKK4,mitogen-activated protein kinase kinase 7
F7D0A6,F7FMN5,MAP2K7,,
H0X7W6,MAP2K7,,
A8K602,B3KMM5,Q8IVH8,MAP4K3,GLK|MAPKKKK3|MEKKK 3|MEKKK3|RAB8IPL1,mitogen-activated protein kinase kinase kinase kinase 3
Q5ZMA7,MST4,,serine/threonine protein kinase MST4
P31938,Q3TMJ8,Map2k1,MAPKK1|MEKK1|Mek1|Prkmk1,mitogen-activated protein kinase kinase 1
Q01986,Map2k1,Mek1,mitogen activated protein kinase kinase 1
Q3USU3,Q63932,Q8CB46,Q91YS7,Map2k2,AA589381|MEK2|MK2|Prkmk2,mitogen-activated protein kinase kinase 2
P36506,Map2k2,Prkmk2,mitogen activated protein kinase kinase 2
O09110,Q5SWN9,Map2k3,AW212142|MEK3|MKK3|Prkmk3|mMKK3b,mitogen-activated protein kinase kinase 3
B1H230,Q498S1,Map2k3,Mek3|Mkk3,mitogen activated protein kinase kinase 3
P47809,Q543X6,Q8K2U0,Map2k4,JNKK1|MEK4|MKK4|PRKMK4|Sek1|Serk1,mitogen-activated protein kinase kinase 4
Q9WVS7,Map2k5,AI324775|AI428457|MEK5|Mapkk5|Prkmk5,mitogen-activated protein kinase kinase 5
Q62862,Map2k5,Mek5,mitogen activated protein kinase kinase 5
P70236,Q543Z5,Q60521,Map2k6,MEK6|MKK6|Prkmk6|SAPKK3,mitogen-activated protein kinase kinase 6
Q925D6,Map2k6,Mkk6,mitogen-activated protein kinase kinase 6
Q8CE90,Map2k7,5930412N11Rik|JNKK 2|Jnkk2|MAPKK 7|MEK 7|Mapkk7|Mek7|Mkk7|Prkmk7|sek2,mitogen-activated protein kinase kinase 7
D3XAM6,Q4KSH7,Map2k7,JNKK|Jnkk2|Mapkk7|Mek7|Mkk7,mitogen activated protein kinase kinase 7
,Map2k7,,
,NV106419,,
,NV237148,,
,NV241948,,
,NV91949,,
B4DR80,Q5U0E6,Q6P0Y1,Q9Y6E0,STK24,HEL-S-95|MST3|MST3B|STE20|STK3,serine/threonine kinase 24
,STK24,,
A2VE07,STK24,MST3B,
,STK24,,
Q6V9V7,STK25,,serine/threonine kinase 25
A0A024R4B2,A0A0S2Z4Y2,B3KRS6,B4DMA5,B4DVS7,B4E185,O00506,Q96BA2,STK25,SOK1|YSK1,serine/threonine kinase 25
Q3SWY6,STK25,,
F6T1J5,STK25,,
A0JN96,STK3,,
Q5ZJK4,STK4,,serine/threonine kinase 4
Q13043,STK4,KRS2|MST1|YSK3,serine/threonine kinase 4
F7FY97,STK4,,
Q5E9L6,STK4,,
Q3U335,Q99KH8,Stk24,1810013H02Rik|C76483|MST-3|Mst3|STE20,serine/threonine kinase 24
Q3U6Y0,Q9Z2W1,Stk25,1500019J11Rik|AU018434|C86992|Ste20-like|Ysk1,serine/threonine kinase 25 (yeast)
Q6V9V9,Stk25,,serine/threonine kinase 25
F1LXV3,Stk26,Mask|Mst4|RGD1563568,serine/threonine protein kinase 26
Q9JI10,Stk3,0610042I06Rik|MST|Mst2|Mst3|Ste20|mess1,serine/threonine kinase 3
Q9JI11,Stk4,AI447339|AU020804|Kas-2|Mst1|Ysk3,serine/threonine kinase 4
,TR564826,,
,TR566777,,
,TR570679,,
,TR578828,,
,TR598846,,
,TR710299,,
,TR741336,,
,TR752373,,
,TR754502,,
,TR756100,,
,XT149192,,
,XT149530,,
,XT176688,,
,XT199427,,
,XT298975,,
,XT344575,,
Q4V947,map2k1,si:ch211-242m18.2|wu:fj56a12|wu:fj61b01|zgc:56557,mitogen-activated protein kinase kinase 1
Q1LY62,map2k2a,map2k2|wu:fa56c06|zgc:123171,mitogen-activated protein kinase kinase 2a
A9JRF0,F1QWJ5,map2k2b,zgc:172250,mitogen-activated protein kinase kinase 2b
A9JRD0,B1NA67,map2k5,fb73f02|wu:fb73f02|zgc:172137,mitogen-activated protein kinase kinase 5
Q7ZVG8,stk25b,stk25|zgc:56022|zgc:77029,serine/threonine kinase 25b
B2GP54,Q7ZUQ3,stk3,wu:fc19e11|zgc:55383,serine/threonine kinase 3 (STE20 homolog, yeast)
Q0IFE5,AaeL_AAEL005637,,
Q5TW89,AgaP_AGAP001036,AgaP_ENSANGG00000013526|ENSANGG00000013526,
,ENSAPMP00000000691,,
B4F5L6,Q9W328,Lst8,CG3004|DmelCG3004|Gbl|dGbetaL|dLST8|lst8,
A0NFB7,AgaP_AGAP011438,AgaP_ENSANGG00000017495|ENSANGG00000017495,
,BF106030,,
,BF59924,,
,CA223599,,
,CI296560,,
N0E4C7,P67870,CSNK2B,CK2B|CK2N|CSK2B|G5A,casein kinase 2 beta
,CSNK2B,,
,CSNK2B,,
N0E640,P67868,CSNK2B,CSKN2B,
M3W831,CSNK2B,,
A4V4C1,M9NDU6,M9NGA3,M9PHA6,P08182,CkIIbeta,And|CCK2|CG15224|CK II|CK-2|CK-II beta|CK-IIbeta|CK2|CK2-beta|CK2beta|CKII|CKII beta|CKII-beta1|CKIIb|CKIIbeta|Cask-II-b|Ck-IIbeta|Ck2beta|CkII|CkII-beta|CkIIbeta1|Ckiibeta|DmCK2beta|DmCKIIbeta|DmCkII,Casein kinase II beta subunit
G3UZX4,P67871,Csnk2b,CK II beta,casein kinase 2, beta polypeptide
P67874,Q68G11,Csnk2b,Ck2,casein kinase 2 beta
,Csnk2b,,
,ENSAPMP00000004047,,
,ENSCPOP00000009689,,
,ENSDNOP00000014536,,
,ENSGACP00000003804,,
,ENSGACP00000003805,,
,ENSGACP00000010480,,
,ENSMMUP00000006997,,
,ENSMMUP00000006998,,
,ENSOPRP00000011080,,
,ENSORLP00000002594,,
,ENSORLP00000008637,,
,ENSP00000365025,,
,ENSP00000365026,,
,ENSP00000365035,,
,ENSP00000365040,,
,ENSP00000365046,,
,ENSP00000372919,,
,ENSP00000372923,,
,ENSP00000372925,,
,ENSP00000382980,,
,ENSP00000382984,,
,HR104986,,
,LG225993,,
H0X2B8,LOC100966880,CSNK2B|LY6G5B,
,NV245041,,
,TR566379,,
,TR573541,,
,VC107342,,
,XT458170,,
P28548,kin-10,,
,AAA68709.2,,
,AAC26916.1,,
,AAC26917.1,,
,AAM51503.1,,
,AAM51504.1,,
,ABC48259.2,,
O57513,AKT1,,v-akt murine thymoma viral oncogene homolog 1
B0LPE5,B3KVH4,P31749,AKT1,AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA,AKT serine/threonine kinase 1
F6QP11,AKT1,,
B4DG79,P31751,AKT2,HIHGHH|PKBB|PKBBETA|PRKBB|RAC-BETA,AKT serine/threonine kinase 2
E1B9D1,AKT2,,
M3WGH1,AKT2,,
Q9Y243,AKT3,MPPH|MPPH2|PKB-GAMMA|PKBG|PRKBG|RAC-PK-gamma|RAC-gamma|STK-2,AKT serine/threonine kinase 3
F7GEK1,AKT3,,
F1MYJ4,AKT3,,
Q17N56,AaeL_AAEL000810,,
Q17M58,AaeL_AAEL001108,,
Q17GR4,AaeL_AAEL002885,,
Q16VR1,AaeL_AAEL009466,,
Q7QCP8,AgaP_AGAP002748,AgaP_ENSANGG00000019547|ENSANGG00000019547,
Q7Q042,AgaP_AGAP012252,AgaP_ENSANGG00000006806|ENSANGG00000006806,
P31750,Akt1,Akt|PKB|PKB/Akt|PKBalpha|Rac,thymoma viral proto-oncogene 1
P47196,Akt1,Akt,v-akt murine thymoma viral oncogene homolog 1
Q3TY95,Q60823,Akt2,2410016A19Rik|AW554154|PKB|PKBbeta,thymoma viral proto-oncogene 2
P47197,Q3HSE5,Akt2,,v-akt murine thymoma viral oncogene homolog 2
Q8C6X4,Q9WUA6,Akt3,AI851531|D930002M15Rik|Nmf350,thymoma viral proto-oncogene 3
,BF113650,,
,BF251880,,
,BF275928,,
,BF286497,,
,BF57451,,
,BF59849,,
,Bmb001113,,
,Bmb005632,,
,Bmb021763,,
,CA114953,,
,CA168196,,
,CA213310,,
,CA99905,,
,CG10261-PA,,
,CG10261-PB,,
,CG10261-PC,,
,CG10261-PD,,
,CG10261-PE,,
,CG10261-PF,,
,CI213927,,
,CI250111,,
,CI260455,,
,ENSCPOP00000000470,,
,ENSCPOP00000003120,,
,ENSCPOP00000004049,,
,ENSCPOP00000008656,,
,ENSCPOP00000010390,,
,ENSCPOP00000012472,,
,ENSCPOP00000012482,,
,ENSCPOP00000013395,,
,ENSCPOP00000013427,,
,ENSCPOP00000013713,,
,ENSDARP00000083790,,
,ENSDARP00000094662,,
,ENSDARP00000094719,,
,ENSEEUP00000004893,,
,ENSEEUP00000004975,,
,ENSEEUP00000005276,,
,ENSEEUP00000008365,,
,ENSEEUP00000013634,,
,ENSETEP00000001371,,
,ENSETEP00000008564,,
,ENSETEP00000013147,,
,ENSETEP00000013887,,
,ENSFCAP00000010334,,
,ENSGACP00000001008,,
,ENSGACP00000003670,,
,ENSGACP00000003676,,
,ENSGACP00000011256,,
,ENSGACP00000011261,,
,ENSGACP00000012575,,
,ENSGACP00000014085,,
,ENSGACP00000015083,,
,ENSGACP00000015453,,
,ENSGACP00000017234,,
,ENSGACP00000018940,,
,ENSGACP00000020728,,
,ENSGACP00000020732,,
,ENSGACP00000022148,,
,ENSGACP00000022412,,
,ENSGACP00000024370,,
,ENSGACP00000024372,,
,ENSGACP00000024481,,
,ENSGACP00000024482,,
,ENSGACP00000025526,,
,ENSGACP00000025527,,
,ENSGACP00000026549,,
,ENSGACP00000026551,,
,ENSGALP00000006278,,
,ENSGALP00000007458,,
,ENSGALP00000009662,,
,ENSGALP00000009664,,
,ENSGALP00000018962,,
,ENSGALP00000019373,,
,ENSGALP00000031235,,
,ENSGALP00000035514,,
,ENSGALP00000038526,,
,ENSLAFP00000000867,,
,ENSLAFP00000004124,,
,ENSLAFP00000008667,,
,ENSLAFP00000013309,,
,ENSMICP00000002030,,
,ENSMICP00000007153,,
,ENSMICP00000007327,,
,ENSMICP00000012107,,
,ENSMICP00000016067,,
,ENSMMUP00000001399,,
,ENSMMUP00000003016,,
,ENSMMUP00000004834,,
,ENSMMUP00000007563,,
,ENSMMUP00000009490,,
,ENSMMUP00000013269,,
,ENSMMUP00000018742,,
,ENSMMUP00000018743,,
,ENSMMUP00000018949,,
,ENSMMUP00000024164,,
,ENSMMUP00000026292,,
,ENSMMUP00000027100,,
,ENSMMUP00000027347,,
,ENSMMUP00000031468,,
,ENSMMUP00000032525,,
,ENSMMUP00000032880,,
,ENSMMUP00000036322,,
,ENSMMUP00000036323,,
,ENSMODP00000001110,,
,ENSMODP00000005114,,
,ENSMODP00000007932,,
,ENSMODP00000013344,,
,ENSMODP00000020067,,
,ENSMODP00000020800,,
,ENSMODP00000026151,,
,ENSMODP00000027414,,
,ENSMODP00000029566,,
,ENSMODP00000029571,,
,ENSMODP00000037449,,
,ENSMODP00000037452,,
,ENSMUSP00000022521,,
,ENSMUSP00000041030,,
,ENSMUSP00000087567,,
,ENSMUSP00000094873,,
,ENSMUSP00000100035,,
,ENSMUSP00000105371,,
,ENSMUSP00000105442,,
,ENSMUSP00000105443,,
,ENSMUSP00000107823,,
,ENSMUSP00000107825,,
,ENSMUSP00000107826,,
,ENSMUSP00000107827,,
,ENSOANP00000002347,,
,ENSOANP00000002349,,
,ENSOANP00000006564,,
,ENSOANP00000006565,,
,ENSOANP00000012813,,
,ENSOANP00000012814,,
,ENSOANP00000012815,,
,ENSOANP00000012866,,
,ENSOANP00000012867,,
,ENSOANP00000014472,,
,ENSOANP00000014473,,
,ENSOANP00000014526,,
,ENSOANP00000014527,,
,ENSOANP00000024315,,
,ENSOANP00000024316,,
,ENSOANP00000024317,,
,ENSOANP00000024318,,
,ENSOANP00000024319,,
,ENSOCUP00000009329,,
,ENSOPRP00000002465,,
,ENSOPRP00000007087,,
,ENSOPRP00000009307,,
,ENSOPRP00000010105,,
,ENSORLP00000000477,,
,ENSORLP00000001783,,
,ENSORLP00000004396,,
,ENSORLP00000006058,,
,ENSORLP00000006142,,
,ENSORLP00000006529,,
,ENSORLP00000009866,,
,ENSORLP00000009867,,
,ENSORLP00000009873,,
,ENSORLP00000010930,,
,ENSORLP00000011077,,
,ENSORLP00000011078,,
,ENSORLP00000012962,,
,ENSORLP00000014378,,
,ENSORLP00000015954,,
,ENSORLP00000019675,,
,ENSORLP00000020419,,
,ENSORLP00000021084,,
,ENSORLP00000021137,,
,ENSORLP00000021139,,
,ENSORLP00000021143,,
,ENSP00000284384,,
,ENSP00000380360,,
,ENSP00000380363,,
,ENSRNOP00000004699,,
,ENSRNOP00000015458,,
,ENSRNOP00000019825,,
,ENSRNOP00000020959,,
,ENSRNOP00000022279,,
,ENSRNOP00000035426,,
,ENSRNOP00000050007,,
,ENSRNOP00000056799,,
,ENSSARP00000004897,,
,ENSSARP00000007127,,
,ENSSTOP00000006553,,
,ENSSTOP00000008114,,
,ENSTBEP00000006873,,
,ENSTBEP00000010267,,
,HR165840,,
,HR64769,,
,HR67947,,
,HR78764,,
,HR88955,,
,LG109468,,
,LG116541,,
,LG124219,,
,LG127378,,
,LG211133,,
,NV124231,,
,NV202173,,
,NV245970,,
,NV98367,,
Q16512,PKN1,DBK|PAK-1|PAK1|PKN|PKN-ALPHA|PRK1|PRKCL1,protein kinase N1
,PKN1,,
A1A4I4,PKN1,,
Q16513,PKN2,PAK2|PRK2|PRKCL2|PRO2042|Pak-2|STK7,protein kinase N2
,PKN2,,
F1MFK1,PKN2,,
,PKN2,,
A0A024R8D6,Q6P5Z2,PKN3,UTDP4-1,protein kinase N3
F6TSX9,PKN3,,
E1B7J3,PKN3,,
F6RA79,PRKCA,,
,PRKCA,,
P04409,PRKCA,PKRCA,
,PRKCA,,
P05771,PRKCB,PKC-beta|PKCB|PRKCB1|PRKCB2,protein kinase C beta
,PRKCB,,
,PRKCB,,
P05126,PRKCB,PRKCB1,
E1C5S5,Q5ZKE2,PRKCD,,protein kinase C, delta
A0A024R328,B4DFV1,Q05655,PRKCD,ALPS3|CVID9|MAY1|PKCD|nPKC-delta,protein kinase C delta
F7D467,PRKCD,,
,PRKCD,,
A0JN97,PRKCD,,
,PRKCD,,
M3W161,PRKCD,,
,PRKCD,,
,PRKCE,,protein kinase C, epsilon
L7RTI5,Q02156,PRKCE,PKCE|nPKC-epsilon,protein kinase C epsilon
F1MDC9,PRKCE,,
P10830,PRKCE,PRKCH,
,PRKCE,,
B2R5T1,B7Z3W6,P05129,PRKCG,PKC-gamma|PKCC|PKCG|SCA14,protein kinase C gamma
F1MU35,P05128,PRKCG,,
P24723,PRKCH,PKC-L|PKCL|PRKCL|nPKC-eta,protein kinase C eta
F6PWG0,PRKCH,,
,PRKCH,,
Q0P5H4,PRKCH,,
,PRKCH,,
M3WHU4,PRKCH,,
,PRKCH,,
,PRKCH,,
Q5F3H2,PRKCI,,protein kinase C, iota
P41743,PRKCI,DXS1179E|PKCI|nPKC-iota,protein kinase C iota
E1BXF2,PRKCQ,,protein kinase C, theta
Q04759,PRKCQ,PRKCT|nPKC-theta,protein kinase C theta
,PRKCQ,,
,PRKCQ,,
M3WBI7,PRKCQ,,
E1BQN6,PRKCZ,,protein kinase C, zeta
Q05513,PRKCZ,PKC-ZETA|PKC2,protein kinase C zeta
A0JNH7,PRKCZ,,
,PRKCZ,,
A0A0B4KFT3,A8DYG9,D3DMK5,P05130,Pkc53E,CG6622|DPKC|DmelCG6622|Dpkc1|PK-C|PKC|PKC 53B|PKC 53E|PKC-53B|PKC-53E|PKC1|PKC53E|Pkc1|dPKC|dPKC53E(br)|pkc53e,Protein C kinase 53E
A0A0B4LHW0,A0A0B4LI13,P13678,Q4QQA3,Pkc98E,98F|CG1954|DmelCG1954|Dpkc3|Nc98F|PK-C|PKC|PKC 98F|PKC d98F|PKC-98F|PKC98C|PKC98E|PKCdelta|Pkc3|dPKC98F|nPKC,Protein C kinase 98E
P70268,Pkn1,DBK|F730027O18Rik|PAK1|PRK1|Pkn|Prkcl1|Stk3,protein kinase N1
Q63433,Pkn1,PAK-1|Prkcl1,protein kinase N1
G3UXH4,Q8BWW9,Pkn2,6030436C20Rik|AI507382|PRK2|Prkcl2|Stk7,protein kinase N2
F1LPA4,Pkn2,Pak-2|Prkcl2,protein kinase N2
Q3UQS3,Q8K045,Pkn3,AW209115|BC034126,protein kinase N3
P20444,Q4VA93,Prkca,AI875142|Pkca,protein kinase C, alpha
P68404,Prkcb,PKC-B|PKC-Beta|Pkcb|Prkcb1|Prkcb2,protein kinase C, beta
P68403,Prkcb,Pkcb|Prkcb1,protein kinase C, beta
P28867,Q3TGE4,Q53YN4,Prkcd,AI385711|D14Ertd420e|PKC[d]|PKCdelta|Pkcd,protein kinase C, delta
P09215,Prkcd,Pkcd,protein kinase C, delta
I3M4J4,Prkcd,,
P16054,Prkce,5830406C15Rik|PKC[e]|PKCepsilon|Pkce|R75156,protein kinase C, epsilon
,Prkce,,
P63318,Q2NKI4,Q3UN66,Prkcg,PKCgamma|Pkcc|Prkcc,protein kinase C, gamma
P23298,Q3UKY1,Prkch,Pkch,protein kinase C, eta
Q64617,R9PXS6,Prkch,,protein kinase C, eta
I3MDT2,Prkch,,
Q5DTK3,Q62074,Prkci,2310021H13Rik|AI427505|PKClambda|Pkci|Pkcl|Prkcl|aPKClambda|mKIAA4165,protein kinase C, iota
F1M7Y5,Prkci,Pkcl,protein kinase C, iota
A6H667,Q02111,Q920N8,Prkcq,A130035A12Rik|AW494342|PKC-0|PKC-theta|PKCtheta|Pkcq,protein kinase C, theta
F1LM10,Prkcq,Pkcq,protein kinase C, theta
Q02956,Q3V341,Prkcz,AI098070|C80388|Pkcz|R74924|aPKCzeta|nPKC-zeta|zetaPKC,protein kinase C, zeta
P09217,Prkcz,14-3-3-zetaisoform|Pkcz|r14-3-3,protein kinase C, zeta
,TR129623,,
,TR142412,,
,TR557740,,
,TR559830,,
,TR574954,,
,TR582438,,
,TR594824,,
,TR603780,,
,TR616854,,
,TR621588,,
,TR709171,,
,TR709742,,
,TR712207,,
,TR741119,,
,TR750592,,
,TR752724,,
,XT178082,,
,XT212338,,
,XT271492,,
,XT305846,,
,XT310852,,
,XT311342,,
,XT340480,,
,XT398684,,
,XT458196,,
,XT466855,,
Q8UUX0,akt2,cb945,v-akt murine thymoma viral oncogene homolog 2
E9QCG5,pkn1a,pkn1|si:ch211-214c7.6|wu:fb69d01,protein kinase N1a
Q7T2C5,prkcba,Pkc53E|prkcb1l|zgc:64063,protein kinase C, beta a
Q7SY24,prkcbb,PKC-B|Prkcb|prkcb1|zgc:63591,protein kinase C, beta b
Q7ZUC5,prkcda,fb09d10|fv43b11|prkcd|wu:fb09d10|wu:fv43b11|zgc:56558,protein kinase C, delta a
E7F368,prkcea,fj59b07|prkce|wu:fj59b07,protein kinase C, epsilon a
B8A467,prkceb,prkce|si:ch211-243f3.2,protein kinase C, epsilon b
B1H1I7,prkcha,zgc:172124,protein kinase C, eta, a
Q5TZD4,prkchb,prkch|si:ch211-212g7.5,protein kinase C, eta, b
Q6DI53,Q90XF2,prkci,aPKC[l]|hal|has,protein kinase C, iota
F1R506,prkcq,si:ch211-239o15.1,protein kinase C, theta
Q4JG04,prkcz,pkcz|si:ch211-150o23.4,protein kinase C, zeta
Q1EGF0,AaeL_AAEL009637,,
Q7Q9Y3,AgaP_AGAP004533,AgaP_ENSANGG00000003163|ENSANGG00000003163,
,BF199166,,
,Bmb011691,,
,CA221292,,
A0A024R374,P07858,Q5HYG5,CTSB,APPS|CPSB,cathepsin B
,CTSB,,
P07688,CTSB,CATB,
Q9VY87,CtsB1,CB|CG-10992|CG10992|CTSB1|DmelCG10992|anon-EST:ParkEST132,Cathepsin B1
P10605,Ctsb,CB,cathepsin B
Q6IN22,Ctsb,,cathepsin B
,ENSBTAP00000016512,,
,ENSCPOP00000008194,,
,ENSDARP00000088034,,
,ENSGACP00000021380,,
,ENSGACP00000021381,,
,ENSGACP00000021382,,
,ENSGACP00000021389,,
,ENSGALP00000026845,,
,ENSGALP00000035934,,
,ENSMMUP00000025247,,
,ENSORLP00000013899,,
,HR186015,,
,LG197490,,
,TR713399,,
,XT450965,,
Q6PH75,ctsba,ctsb|id:ibd1201|wu:fa13g05|wu:fb34e12|zgc:55862|zgc:65809|zgc:77181,cathepsin Ba
,AAEL004586-PB,,
,AAK29809.1,,
,AAK29810.1,,
,ABS19469.1,,
Q17MD0,AaeL_AAEL001069,,
Q17I08,AaeL_AAEL002528,,
Q17CE9,Q17CF0,AaeL_AAEL004586,,
Q7QFC8,AgaP_AGAP000410,AgaP_ENSANGG00000018231|ENSANGG00000018231,
F5HJG6,Q7PS30,AgaP_AGAP000532,AgaP_ENSANGG00000005584|ENSANGG00000005584,
Q7Q5D2,AgaP_AGAP006511,AgaP_ENSANGG00000003405|ENSANGG00000003405,
,BAF22119.1,,
,BF103129,,
,BF110155,,
,BF217516,,
,BF95716,,
,Bmb011694,,
,CA126869,,
,CG1770-PA,,
,CG1770-PC,,
,CI204479,,
,ENSAPMP00000010589,,
,ENSAPMP00000010590,,
,ENSAPMP00000018102,,
,ENSAPMP00000018891,,
,ENSCPOP00000004924,,
,ENSCPOP00000005427,,
,ENSCPOP00000006985,,
,ENSCPOP00000008049,,
,ENSCPOP00000011770,,
,ENSCPOP00000012920,,
,ENSCPOP00000013386,,
,ENSDARP00000028515,,
,ENSDARP00000095600,,
,ENSEEUP00000003697,,
,ENSEEUP00000006690,,
,ENSETEP00000006883,,
,ENSFCAP00000011049,,
,ENSFCAP00000012982,,
,ENSFCAP00000013207,,
,ENSGACP00000002894,,
,ENSGACP00000005071,,
,ENSGACP00000005078,,
,ENSGACP00000006953,,
,ENSGACP00000009568,,
,ENSGACP00000010554,,
,ENSGACP00000012045,,
,ENSGACP00000012052,,
,ENSGACP00000019223,,
,ENSGACP00000019227,,
,ENSGALP00000006811,,
,ENSGALP00000014065,,
,ENSGALP00000038955,,
,ENSLAFP00000004079,,
,ENSLAFP00000012719,,
,ENSMICP00000002393,,
,ENSMICP00000008193,,
,ENSMMUP00000007984,,
,ENSMMUP00000008945,,
,ENSMMUP00000014626,,
,ENSMMUP00000014627,,
,ENSMMUP00000018537,,
,ENSMMUP00000018538,,
,ENSMMUP00000021637,,
,ENSMMUP00000021638,,
,ENSMMUP00000028518,,
,ENSMODP00000014720,,
,ENSMODP00000032766,,
,ENSMODP00000036970,,
,ENSMODP00000036974,,
,ENSMODP00000037953,,
,ENSMUSP00000052767,,
,ENSMUSP00000078339,,
,ENSMUSP00000082590,,
,ENSOANP00000003575,,
,ENSOANP00000003576,,
,ENSOANP00000020482,,
,ENSOPRP00000000780,,
,ENSOPRP00000005096,,
,ENSOPRP00000007869,,
,ENSOPRP00000015747,,
,ENSORLP00000001341,,
,ENSORLP00000011723,,
,ENSORLP00000020522,,
,ENSORLP00000021872,,
,ENSORLP00000022529,,
,ENSORLP00000022663,,
,ENSP00000262069,,
,ENSP00000309766,,
,ENSP00000339165,,
,ENSP00000365804,,
,ENSP00000377244,,
,ENSRNOP00000011159,,
,ENSRNOP00000011322,,
,ENSRNOP00000028381,,
,ENSRNOP00000048906,,
,ENSSARP00000002183,,
,ENSSARP00000005400,,
,ENSTBEP00000011284,,
P53973,HDA1,,
